27.03,17.09,2.43,3.0
34.14,18.02,2.92,2.0
39.31,19.3,3.13,1.0
34.58,17.04,2.56,2.0
34.64,18.36,2.35,3.0
27.35,20.71,1.9,3.0
26.8,18.45,1.87,3.0
21.22,15.37,1.53,2.0
24.27,16.66,1.16,2.0
21.76,14.95,1.02,2.0
20.26,15.73,0.89,2.0
21.11,18.97,0.94,3.0
24.26,26.57,1.12,2.0
28.48,38.3,1.36,1.0
24.96,28.92,1.25,1.0
26.03,22.44,1.24,2.0
27.22,19.33,1.23,2.0
23.45,13.98,1.0,2.0
22.8,13.33,0.93,3.0
21.91,15.13,0.9,2.0
17.46,14.33,0.71,2.0
27.41,20.37,1.12,3.0
24.67,18.11,1.0,1.0
22.98,16.37,0.94,3.0
20.85,14.44,0.84,2.0
18.31,11.62,0.73,3.0
19.07,10.91,0.82,3.0
18.87,10.78,0.77,2.0
17.37,10.06,0.68,3.0
19.53,10.1,0.7,3.0
22.81,11.68,0.69,2.0
22.13,10.66,0.68,2.0
21.95,9.33,0.64,2.0
18.91,7.39,0.59,3.0
17.29,6.84,0.51,2.0
14.41,5.94,0.46,3.0
15.3,6.06,0.49,3.0
16.38,5.91,0.51,2.0
17.52,5.87,0.51,2.0
19.91,5.34,0.44,2.0
23.54,5.99,0.48,3.0
22.5,5.88,0.46,2.0
19.15,5.42,0.41,2.0
25.33,5.88,0.43,3.0
25.85,5.65,0.36,2.0
19.97,3.82,2.24,2.0
18.21,3.53,2.05,2.0
15.91,3.14,1.82,3.0
17.06,3.48,1.96,3.0
17.35,3.57,2.0,2.0
19.89,3.9,2.28,2.0
19.8,3.76,2.24,2.0
23.23,4.13,2.48,2.0
23.71,3.98,2.37,2.0
23.82,3.68,2.31,3.0
21.65,3.26,2.0,2.0
19.03,3.26,1.87,3.0
15.86,2.8,1.62,2.0
24.55,4.2,2.52,3.0
23.01,4.1,2.42,1.0
23.05,4.15,2.39,2.0
21.03,3.59,2.18,2.0
19.43,3.22,1.95,3.0
20.94,3.46,2.08,3.0
22.22,3.42,2.08,2.0
20.88,3.03,1.95,2.0
20.12,3.03,1.92,2.0
19.95,3.15,1.91,2.0
18.78,3.06,1.32,2.0
17.62,2.94,1.25,2.0
17.79,3.03,1.26,2.0
18.39,2.02,1.26,2.0
17.29,2.74,1.65,2.0
19.66,3.31,1.87,3.0
16.54,2.58,1.55,1.0
31.18,8.55,2.9,2.0
29.52,8.71,2.69,3.0
32.17,8.75,2.9,2.0
30.6,8.51,2.89,2.0
32.48,9.72,3.25,2.0
38.71,11.82,3.89,2.0
26.17,10.66,3.46,1.0
22.17,9.96,3.29,2.0
29.97,10.69,3.46,2.0
30.06,10.2,3.08,2.0
25.15,8.5,2.4,3.0
